name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method
kepler352c,16.332995,0.118,252.733,0.901,,Transit
hd164922b,1207.0,2.16,22.13,0.874,0.365,Radial Velocity
iras162532429,,,125.0,,32.0,Imaging
k2189c,6.679195,0.068,243.93,0.94,,Transit
kepler342d,39.459357,0.242,799.59,1.13,,Transit
kepler589ab,16.54967098,0.1196,612.803,0.9,,Transit
ogle2018blg1489b,,3.5,6500.0,0.48,50.0,Microlensing
toi3364b,5.8768918,0.0675,275.6,1.186,1.67,Transit
kepler1513ac,841.4,1.711,349.247,0.943,0.2659,Transit Timing Variations
kepler563b,22.18432708,,557.0,0.8,,Transit
kepler410ab,17.833648,0.1226,132.0,1.21,,Transit
hd215152d,10.8642,0.08799,21.5,0.77,0.008511,Radial Velocity
kepler26c,17.2559,0.107,338.55,0.54,0.01951,Transit
tic434398831c,6.210291,0.06572,214.1,0.992,,Transit
kepler1629b,3.87595807,,390.0,1.01,,Transit
sigperb,579.8,1.8,108.3,2.25,6.5,Radial Velocity
kepler290c,36.77031,0.205,708.55,,,Transit
kepler845b,0.92785982,,471.0,0.79,,Transit
hd89839b,3440.0,4.76,17.65,1.21,5.03,Radial Velocity
kepler1748b,5.823520184,0.0615,1083.28,0.93,,Transit
hd207496ab,6.441008,0.0629,23.6382,0.8,0.0192,Transit
toi5126c,17.8999,0.1435,161.1,1.24,,Transit
wasp105b,7.87288,0.075,,0.89,1.8,Transit
k260b,3.00265,0.045,498.7,0.97,0.426,Transit
kepler973b,49.6077331,,297.0,0.86,,Transit
hd11964ac,37.91,0.229,33.98,1.125,0.079,Radial Velocity
chivirc,130.0,0.64,90.0,2.17,3.1,Radial Velocity
2massj012250932439505b,,52.0,36.0,0.4,24.5,Imaging
kepler338d,44.431014,0.257,561.69,1.1,,Transit
kepler451c,1460.0,2.1,,0.6,1.61,Timing
hr858ad,11.23,0.1027,32.0,1.145,,Transit
2massj08501057,,7700.0,31.7,0.116,40.0,Imaging
k2390b,3.312792,0.0402,456.122,0.966,0.06364,Transit
k2414b,4.3696,0.0487,260.036,0.814,,Transit
hd205158c,16103.6,13.171,86.6159,1.16,31.894,Radial Velocity
flmnj05413640154412,,,415.0,,40.0,Imaging
toi5076b,23.445,,82.8,0.8,0.05,Transit
kepler67b,15.7259,0.1171,1107.0,0.86,0.047,Transit
wasp156b,3.8361623,0.0451,140.0,0.842,0.1303,Transit
kepler547b,6.01038429,,361.0,0.78,,Transit
hr8799d,41054.0,27.0,39.4,1.56,8.3,Imaging
k2379b,8.777247,0.1256,182.207,0.856,0.01759,Transit
kepler1172b,26.0204423,,1292.0,0.92,,Transit
kepler680b,3.68992629,,1342.0,1.08,,Transit
k233b,5.424865,0.0409,139.8,0.56,3.7,Transit
kepler360b,3.289672,0.044,898.61,0.95,,Transit
54pscb,62.25,0.295,11.0,0.79,0.23,Radial Velocity
ogle2015blg1771lb,,0.85,7070.0,0.077,0.433,Microlensing
kmt2021blg2478b,,1.38,2500.0,0.12,0.8,Microlensing
2massj07422055,,,17.1,,43.43,Imaging
kepler215c,14.667108,0.113,492.9,0.77,,Transit
hd92788b,325.8,0.97,32.82,1.15,27.02,Radial Velocity
kepler47b,49.514,0.2956,,1.043,,Transit
toi1260c,7.493134,0.0657,73.41,0.66,0.0415,Transit
kepler1057b,14.08827448,,1462.0,1.07,,Transit
hd47186b,4.0845,0.05,37.84,0.99,0.07167,Radial Velocity
kepler1771b,88.64399719,0.3815,565.752,0.941,,Transit
kepler1492b,16.75255007,,371.0,0.77,,Transit
sori31,,,352.0,,44.0,Imaging
kepler735b,11.51516988,,790.0,0.85,,Transit
k2199b,3.2253993,0.0382,107.97,0.73,0.0217,Transit
kepler1311d,197.5110016,0.6711,866.331,1.02,,Transit
gj143c,7.78993,0.0695,16.33,0.76,0.01164,Transit
hats46b,4.7423729,0.05367,448.0,0.917,0.173,Transit
k2355b,5.7385647,0.0632,500.497,0.96,,Transit
yzcetb,2.02087,0.01634,3.6,0.13,0.0022,Radial Velocity
wasp26ab,2.7566004,0.03985,250.0,1.12,1.028,Transit
hd131496b,883.0,2.09,110.0,1.61,2.2,Radial Velocity
k2327b,6.7987,0.0349,134.0,0.287,,Transit
wasp30b,4.156736,0.05325,366.0,1.166,60.86,Transit
toi782b,8.0240015,0.0578,52.21,0.397,0.0601,Transit
k2266ad,14.697,0.1035,77.5586,0.68,0.028,Transit
toi942c,10.15643,0.0847,153.2732,0.88,2.501,Transit
kepler258c,33.653079,0.193,585.6,0.8,,Transit
hd166724b,8100.0,5.42,42.3,,3.53,Radial Velocity
kmt2019blg0371b,,1.15,7025.0,0.09,16.5,Microlensing
kepler1307b,18.01621096,,1396.0,1.06,,Transit
kepler569b,34.18890521,,645.0,0.95,,Transit
toi1696b,2.50031,0.0235,65.03,0.255,0.1787,Transit
2massj04182131,,,48.8,,47.0,Imaging
hd4203b,437.05,1.164,77.5,1.13,1.82,Radial Velocity
itg15b,,,139.6,,9.0,Imaging
hip65423b,,228.0,119.745,1.04,55.0,Imaging
hats41b,4.193649,0.0583,800.0,1.496,9.7,Transit
hd75898b,418.2,1.19,80.58,1.28,2.51,Radial Velocity
kepler26d,3.543919,0.039,338.55,0.54,,Transit
wasp130ab,11.55098,0.1012,180.0,1.04,1.23,Transit
kepler1000b,120.0181272,,925.0,1.4,,Transit
wisej06230456,,,11.44,,13.18,Imaging
kepler645b,3.27582262,,901.0,1.13,,Transit
94cetab,466.2,1.305,22.38,1.34,1.37,Radial Velocity
kepler1990ab,1.735129952,0.0286,392.739,1.08,,Transit
kepler1085c,56.7771,,1518.0,1.11,,Transit
toi4010b,1.348335,0.0229,176.5,0.88,0.035,Transit
k2170c,12.400047,,397.26,0.96,,Transit
kepler1376b,5.30880656,,864.0,0.98,,Transit
kmt2021blg1077lc,,0.93,8240.0,0.14,0.25,Microlensing
kepler1404b,15.9314739,,946.0,0.84,,Transit
toi954ab,3.6849729,0.04963,235.7,1.201,0.174,Transit
kepler1233b,45.1263042,,1281.0,1.16,,Transit
kepler284b,12.699149,0.104,1062.79,,,Transit
kepler305c,8.291,0.07711,889.64,0.83,0.019,Transit
kepler901b,3.51749439,,241.0,0.59,,Transit
k284c,27.86,0.1768,287.23,0.95,,Transit
2massj06244521,,,12.2514,,56.04,Imaging
k2322b,8.205,0.0594,123.86,0.63,,Transit
kepler1726b,18.39629936,0.1306,390.552,0.92,,Transit
kepler341c,8.01041,0.08,1079.46,0.94,,Transit
ulasj22290102,,,,,48.0,Imaging
toi4559b,3.965991,0.036,27.81,0.392,0.0085,Transit
kepler402b,4.028751,0.051,636.78,,,Transit
kepler1920b,30.2541008,0.2043,885.913,1.06,,Transit
kepler2000b,6.383150101,0.0562,320.588,0.632,,Transit
kepler1136b,2.36172433,,545.0,0.72,,Transit
usco16062335,,,146.0,,16.0,Imaging
hd111232c,26472.4,17.25,29.0,0.78,18.063,Radial Velocity
lrl60203,,,321.0,,30.0,Imaging
hd13507b,3029.5,4.2,26.169,1.02,20.0,Radial Velocity
kepler1455b,49.276764,,392.0,0.62,,Transit
kepler1066b,1.93155984,,399.0,0.98,,Transit
2massj16575343c,1035140.0,180.0,50.5462,0.49,20.0,Imaging
kepler238e,23.654,,1897.73,1.43,0.534,Transit
uscoctio100,,,145.0,,50.0,Imaging
sdssj14353733b,2820.0,3.42,183.17,0.5,16.7,Timing
toi1052b,9.139703,0.09103,128.7,1.204,0.0532,Transit
hd132563bb,1544.0,2.62,96.0,1.01,1.49,Radial Velocity
wisej01464234b,2153.5,0.93,10.6,,15.9,Imaging
kepler1409b,0.76486493,,722.0,0.83,,Transit
tic165227846b,2.096696,,,,,Transit
ic139627,,,905.0,,60.0,Imaging
sori51,,,385.0,,20.8,Imaging
sorij053857510229055,,,385.0,,9.5,Imaging
kepler978b,49.6221509,,624.0,1.07,,Transit
kepler428b,3.52563254,0.0433,720.0,0.87,1.27,Transit
gj1061d,12.434,0.052,3.6732,0.12,0.00494,Radial Velocity
kepler88c,22.26492,0.1529,339.0,0.99,0.674,Transit
hd29021b,1362.3,2.28,30.6,0.85,2.4,Radial Velocity
pr0201b,4.4264,,170.0,1.234,0.54,Radial Velocity
ic139639,,,905.0,,60.0,Imaging
hip67851c,2131.8,3.82,65.96,1.63,5.98,Radial Velocity
kepler198c,49.567416,0.259,502.52,0.93,,Transit
27hyaab,3400.0,5.9,68.4818,2.32,10.0,Radial Velocity
hd26161ab,10942.3,10.087,40.9128,1.12,28.46,Radial Velocity
hip1481ab,,2.0,40.82,1.16,3.0,Astrometry
tic290048573b,1.483396,0.0174,55.5784,0.318,,Transit
kepler1474b,36.4333452,,1214.0,1.04,,Transit
ngts17b,3.24253,0.0391,1047.0,1.025,0.764,Transit
wasp16c,10.457,0.0943,,1.022,,Transit
2massj03101648,,,25.0,,45.0,Imaging
kepler789b,8.63847725,,915.0,1.01,,Transit
hd215456ac,2277.0,3.394,39.6064,1.04,0.246,Radial Velocity
gj676ab,1051.4,1.735,16.45,0.71,5.792,Radial Velocity
decvnb,4098.1,5.75,,,11.0,Transit Timing Variations
kepler1838b,12.14680004,0.1096,451.242,1.119,,Transit
hd143361ab,1057.0,2.0,59.35,0.95,3.12,Radial Velocity
kepler998b,5.65377733,,996.0,1.12,,Transit
toi2154b,3.6240801,0.0513,296.3,1.233,0.92,Transit
uscoctio109b,,4.9,116.939,0.07,40.0,Imaging
hd151450ab,21.9,0.16,43.6002,1.14,0.121,Radial Velocity
kepler259c,36.924931,0.217,1031.58,,,Transit
kepler478b,13.2217576,,420.0,0.85,,Transit
hd69123b,1193.3,2.48,75.1,1.68,3.04,Radial Velocity
kepler597b,13.02365861,,660.0,0.97,,Transit
kepler1294b,115.6862258,,1120.0,0.99,,Transit
kepler948b,7.76846622,,868.017,0.96,,Transit
hd43691ab,36.99913,0.238,85.6,1.14,2.57,Radial Velocity
61virb,4.215,0.050201,8.52,0.95,0.016,Radial Velocity
kepler1899b,4.095779896,0.0457,711.509,0.76,,Transit
kepler344c,125.596809,0.488,1032.08,0.9,,Transit
hats6b,3.3252725,0.03623,148.4,0.574,0.319,Transit
trappist1f,9.20669,0.0371,12.1,0.08,0.0021,Transit
kepler1649c,19.53527,,92.43,0.2,,Transit
k218c,8.962,0.06,38.07,0.36,0.02363,Radial Velocity
kepler1293b,5.57654784,,770.0,1.18,,Transit
toi1235b,3.444717,0.03826,39.68,0.63,0.0186,Transit
wasp16b,3.1186009,0.0421,,1.022,0.855,Transit
kepler1855ab,0.727330983,0.0115,123.11,0.604,,Transit
kepler1494b,91.080482,,1059.0,0.96,,Transit
kepler797b,27.07237711,,752.0,0.96,,Transit
ngts6ab,0.882058,0.016623018,311.0,0.7876,1.33,Transit
ngts5ab,3.3569866,0.0382,309.5,0.661,0.229,Transit
hd37605c,2720.0,3.814,44.0,1.0,3.366,Radial Velocity
lhs1140b,24.736,0.0936,12.47,0.146,0.02196,Transit
kepler1859b,2.729599953,0.0394,1331.25,1.05,,Transit
ogle2018blg1700lb,,2.8,7600.0,0.54,4.4,Microlensing
kepler163c,21.347262,0.152,689.814,0.94,,Transit
toi3261b,0.8831331,0.01714,300.5,0.86,0.0953,Transit
kepler145c,42.882,,576.15,1.28,0.25,Transit
kepler920c,100.8274113,,926.0,0.89,,Transit
kepler119c,4.125103,0.049,716.23,,,Transit
ogle2012blg0026lb,,3.82,4080.0,0.82,0.11,Microlensing
ngts2b,4.5111204,0.0584,360.3,1.64,0.67,Transit
ulasj00471546,,,,,48.0,Imaging
kepler448b,17.855182,0.154,399.398,1.454,1.1,Transit
hd142ab,349.7,1.02,26.1853,1.21,1.25,Radial Velocity
kepler1280b,66.5579057,,1006.0,1.2,,Transit
kepler1251b,45.0904643,,863.0,0.92,,Transit
omicrbb,187.3,0.83,84.0,2.13,1.5,Radial Velocity
k2314b,3.5951,0.047,324.7,1.05,0.02753,Transit
k2113b,5.817685,0.0642,649.75,1.04,1.28,Transit
kmt2018blg0087b,,0.87,7020.0,0.1,0.23,Microlensing
kepler1264b,0.96852602,,814.0,0.99,,Transit
hats61b,7.817953,0.07908,694.2,1.075,3.4,Transit
moabin29b,,1.13,6890.0,,0.55,Microlensing
kepler1006b,19.76172042,,496.0,0.78,,Transit
kepler302c,127.282184,0.503,1459.64,,,Transit
2massj10472124,,,10.56,,42.0,Imaging
ogle2trl9b,2.4855335,0.0404,1537.0,1.42,4.34,Transit
lp79118b,0.948005,0.00969,26.493,0.139,,Transit
wasp75ab,2.484193,0.0375,260.0,1.14,1.07,Transit
kepler51e,264.3,,783.831,0.985,0.017,Transit Timing Variations
kepler1010b,34.2685705,,610.0,0.86,,Transit
kepler237b,4.715106,0.05,670.41,0.7,,Transit
kepler1936b,126.5569992,0.5548,871.096,1.28,,Transit
kepler49c,10.9129343,,314.02,0.55,0.72,Transit
k2214b,8.596802,0.0834,303.28,1.05,,Transit
fsaurb,857.0,1.68,567.8,0.75,29.0,Timing
hd126525b,948.12,1.8105,38.1,,0.224,Radial Velocity
kepler1735b,7.71792984,0.0621,245.303,0.552,,Transit
kepler251d,30.133001,0.182,948.98,0.91,,Transit
toi6883b,16.24921,0.129,93.73,1.082,4.34,Transit
kepler207d,5.868075,0.068,898.2,,,Transit
hip107772b,55.19,0.243,23.66,,0.0406,Radial Velocity
hd154857c,3452.0,5.36,64.2,1.718,2.58,Radial Velocity
cwisej06193446b,,420.0,36.65,0.26,60.0,Imaging
kepler123b,17.232366,0.135,1052.14,1.03,,Transit
moabin29,,,6890.0,,60.0,Microlensing
kmt2019blg1216b,,2.44,2740.0,0.39,0.094,Microlensing
kepler48b,4.778,,309.47,0.88,0.0124,Transit
kepler670b,2.81650485,,980.0,0.99,,Transit
kepler1877ab,2.377569914,0.0351,285.312,0.954,,Transit
koi7455,3.773744,0.0536,,1.44,,Transit
kepler799b,133.4605235,,1029.0,0.95,,Transit
ucac4204003910b,,1400.0,41.9244,0.486,30.0,Imaging
kepler328c,71.312,,2354.42,1.1,0.124,Transit
hd180314b,396.03,1.4,132.0,2.6,22.0,Radial Velocity
k2370b,2.1408091,0.0321,144.2,0.984,0.0349,Transit
dancej160412342127472,,,145.0,,10.0,Imaging
kepler1314b,5.42474928,,462.0,0.6,,Transit
kepler1336c,5.77721211,,822.0,0.94,,Transit
kepler555b,16.21775407,,772.0,1.03,,Transit
kepler1960b,2.297940016,0.0354,1527.56,1.083,,Transit
k2389c,20.851337,0.1378,259.208,0.802,0.01655,Transit
k226b,14.5665,0.0962,99.33,0.56,,Transit
hd93963ab,1.0391353,0.02085,82.34,1.109,,Transit
kepler186c,7.267302,0.0451,172.0,0.54,,Transit
toi1416b,1.0697564,0.019,55.044,0.798,0.01095,Transit
kepler92b,13.749,,484.62,1.209,0.202,Transit
wisej02540223,,,7.4,,31.22,Imaging
vmcj021140417353204,,,47.62,,12.0,Transit
kepler1784b,13.59049988,0.1072,883.045,0.96,,Transit
2m1207b,,42.0,64.673,,5.5,Imaging
kepler1025b,37.3229493,,716.0,1.09,,Transit
k2241b,26.8199,0.1567,149.6,0.71,,Transit
gj1245ab,6147.0,1.93,4.69134,0.135,33.5,Imaging
hip114933b,1481.6,2.84,102.06,1.39,1.94,Radial Velocity
kic2576692b,2884.0,5.03,782.746,1.01,40.0,Timing
hatp14ab,4.627686,0.0606,205.0,1.386,2.444,Transit
k263b,20.257,0.1627,524.41,1.4,,Transit
kepler1788b,2.800120115,0.0343,560.445,0.74,,Transit
lhs475b,2.029088,,12.481,0.262,0.00308,Transit
51erib,10260.0,11.1,29.4,1.75,4.1,Imaging
toi5082b,4.240122,0.051,43.14,1.0,,Transit
kepler633b,8.50340718,,680.54,1.02,,Transit
kepler740b,3.58410122,,1262.0,0.91,,Transit
kepler1395b,3.78470649,,507.0,1.17,,Transit
2massj14112119,,,45.6,,69.62,Imaging
hd46375ab,3.02358,0.041,29.5529,0.9328,0.23,Radial Velocity
kepler78ab,0.35500744,0.01,124.376,0.779,0.00619,Transit
hqtauab,125.8,0.61,160.75,0.4,50.1,Radial Velocity
kepler801b,11.41928253,,419.0,0.67,,Transit
hd88986b,146.05,0.58,33.37,1.25,0.0541,Radial Velocity
toi206b,0.7363104,0.0112,47.7,0.35,0.0069,Transit
hd183579b,17.471278,0.1334,57.06,1.031,0.0302,Transit
kepler595b,25.3029092,,639.0,0.93,0.05475,Transit
sonyclup37,,,200.0,,30.0,Imaging
2massj17261538,,,47.0,,24.06,Imaging
kmt2019blg1953lb,,0.8,7040.0,0.31,0.59,Microlensing
k2384c,4.194766,,82.6603,0.33,,Imaging
kepler1350c,1.76678906,,350.0,0.55,,Transit
kepler1507b,16.0506213,,342.0,0.89,,Transit
wisepj23254105,,,11.5,,20.0,Imaging
hd108236e,19.5917,0.14,64.6,0.853,,Transit
kmt2022blg0303b,,4.81,6570.0,0.368,0.513,Microlensing
k2209b,2.080615,,76.67,0.74,,Transit
hip57274d,431.7,1.01,25.92,0.73,0.527,Radial Velocity
k2239d,10.115,0.0685,49.0,0.4,0.0041,Transit
hip54373b,7.76,0.063,18.73,0.57,0.02712,Radial Velocity
k2338b,3.850614,0.04188,156.951,0.66,,Transit
kepler934b,55.6738309,,603.0,0.81,,Transit
hd1605b,577.9,1.48,84.6,1.31,0.96,Radial Velocity
qatar10b,1.645321,0.0286,539.0,1.156,0.736,Transit
hd207832ab,161.97,0.57,54.4,0.94,0.56,Radial Velocity
kepler229c,16.068638,0.117,845.88,,,Transit
kepler487b,15.3587684,,835.0,0.91,,Transit
kepler955b,14.53244172,,637.0,0.89,,Transit
2massj23433646,,,40.5,,34.0,Imaging
kmt2018blg2718b,,4.86,4490.0,0.82,16.0,Microlensing
sonycngc133343,,,300.0,,7.0,Imaging
moa2009blg266lb,2780.0,3.2,3040.0,0.56,0.0327,Microlensing
kepler1049b,3.27346074,,129.0,0.51,,Transit
kepler525b,18.68404933,,566.0,0.95,,Transit
ogle2014blg1112lb,,9.63,4840.0,1.07,31.7,Microlensing
kepler402c,6.124821,0.068,636.78,,,Transit
kepler265b,6.846262,0.069,1328.21,1.03,,Transit
kepler1126b,108.593329,,668.0,0.92,,Transit
toi1246b,4.30744,0.049,170.7,0.87,0.0255,Transit
hd108874c,1605.8,2.68,68.5,1.0,1.018,Radial Velocity
k2292b,16.9841,0.13,114.29,1.0,0.07709,Transit
k243c,2.198884,0.0148,183.48,0.57,,Transit
kepler113c,8.92507,,264.35,0.75,0.02737,Transit
kepler385d,56.4159,,1493.94,1.09,,Transit
kepler1791b,7.720860004,0.0761,602.218,0.985,,Transit
kic9704149b,697.0159,1.46,,0.86,,Transit
hd215456ab,191.99,0.652,39.6064,1.04,0.101,Radial Velocity
kepler22b,289.863876,0.812,194.642,0.857,0.0286,Transit
2massj13413052b,31025.0,8.6,29.0,,22.0,Imaging
g19447b,,5700.0,32.81428,0.229,30.0,Imaging
wisej13110122,,,16.1,,27.0,Imaging
kepler1245b,4.35409304,,861.0,0.86,,Transit
hip41378c,31.6978,,116.0,1.15,,Transit
k2361c,11.811437,0.1015,561.929,1.0,,Transit
kepler1299b,19.9400874,,1352.0,0.94,,Transit
kepler450ac,15.4130812,0.1324,455.982,1.191,,Transit
k290b,13.733314,0.096,134.9,0.63,0.028,Transit
2massj00301450,,,26.7,,10.0,Imaging
kepler1141b,2.34451194,,365.0,1.01,,Transit
flmnj05412870155264,,,415.0,,40.0,Imaging
hd158259f,12.028,,27.08,1.08,0.01932,Radial Velocity
brb29,,,133.8,,25.0,Imaging
hd38529ac,2134.76,3.695,39.28,1.48,23.7,Radial Velocity
ogle2016blg1800b,,1.88,6480.0,0.41,2.59,Microlensing
kepler376c,14.172327,0.115,948.06,1.05,,Transit
kepler1466b,31.1750448,,686.0,1.01,,Transit
kepler1742b,49.47819901,0.2587,669.573,0.99,,Transit
toi762ab,3.4716826,0.03418,98.78,0.442,0.251,Transit
kepler1058ab,110.9643706,0.3679,525.0,0.73,,Transit
hd137510b,801.3,1.88,41.75,1.36,27.3,Radial Velocity
kepler90f,124.9144,0.48,780.0,1.2,,Transit
cwisepj19351546,,,10.1,,11.0,Imaging
kepler19c,28.731,,219.95,0.94,0.04122,Transit Timing Variations
kepler1834c,0.766691983,0.015,500.395,0.775,,Transit
lrl60101,,,321.0,,30.0,Imaging
toi2095c,28.17221,0.137,41.917,0.465,0.0233,Transit
gj3634b,2.64561,0.0287,20.3779,0.453,0.026,Radial Velocity
k2185c,52.713494,0.2696,268.357,0.96,,Transit
denisj08176155,,,4.9,,44.2,Imaging
sdssj22250016b,,207.0,,0.66,39.0,Imaging
corot26b,4.20474,0.0526,1670.0,1.09,0.52,Transit
hd1690b,533.0,1.3,319.0,1.09,6.1,Radial Velocity
kepler306c,7.240193,0.067,793.0,0.82,,Transit
flmnj05413660154151,,,415.0,,30.0,Imaging
hd102117b,20.67,0.1532,42.0,1.03,0.172,Radial Velocity
kepler52c,16.3850021,,324.54,0.54,10.41,Transit
kepler1328b,4.52158888,,630.0,1.0,,Transit
toi677b,11.2365985,0.1038,143.0,1.18,1.234,Transit
gj667cb,7.2004,0.0505,6.84,0.33,0.0176,Radial Velocity
kepler938b,52.6298417,,861.0,0.92,,Transit
hd170469ab,1145.0,2.24,64.97,1.14,0.67,Radial Velocity
2massj16151340,,,20.4,,42.35,Imaging
kepler1864b,3.881510019,0.0488,298.894,1.031,,Transit
toi1097c,13.900148,,79.56,1.08,,Transit
hd72490b,858.0,1.88,124.22,1.21,1.768,Radial Velocity
toi2109b,0.67247414,,264.0,1.447,5.02,Transit
hats64b,4.908897,0.06562,1087.0,1.562,0.96,Transit
toi4495b,5.1830043,0.062,132.2,1.2,,Transit
kepler324b,4.385315,0.05,508.94,0.86,,Transit
toi480b,6.866196,,54.53,1.2,0.0654,Transit
ngts10ab,0.7668944,0.0143,,0.696,2.162,Transit
k2384d,6.679582,,82.6603,0.33,,Transit
kepler366b,3.281959,0.045,1959.31,1.05,,Transit
psrb125712d,98.2114,0.46,710.0,,0.012,Timing
moa2011blg028lb,,7.14,7380.0,0.75,0.094,Microlensing
sdssj14393042b,,45.0,,,36.0,Imaging
kepler1881ab,159.3939972,0.5368,1057.21,0.87,,Transit
kepler1139b,0.81316672,,555.0,0.94,,Transit
kepler1311c,2.53573424,,866.331,1.02,,Transit
kepler1893b,4.179369926,0.0497,1050.72,1.02,,Transit
bd1763b,655.6,1.34,34.6,0.74,5.325,Radial Velocity
kepler380c,7.630004,0.078,833.12,1.05,,Transit
hip79098b,,345.0,154.4,2.636,20.5,Imaging
hd212771b,373.3,1.22,131.0,1.15,2.3,Radial Velocity
kepler403c,54.280749,0.297,860.93,,,Transit
wasp47d,9.03077,0.088,266.69,1.04,0.04122,Transit
hd137496c,479.9,1.2163,,,7.66,Radial Velocity
2massj12522735b,35.08,,197.2,,6.88,Radial Velocity
kepler1283b,12.9460978,,1452.0,1.16,,Transit
k2192b,4.162817,0.049,223.99,0.9,,Transit
k288b,4.6122,0.0345,110.91,0.26,,Transit
kepler1279b,23.4774101,,1017.0,1.21,,Transit
kepler1320b,0.86838653,,771.0,0.8,,Transit
kepler397c,135.498527,0.48,969.0,,,Transit
kepler123c,26.695074,0.181,1052.14,1.03,,Transit
kepler1767b,59.65829849,0.2873,820.506,0.88,,Transit
kepler18d,14.85888,0.1172,438.51,0.97,0.052,Transit
kepler1999b,8.739450455,0.0713,701.255,0.68,,Transit
kepler1094b,78.1000231,,1371.0,1.14,,Transit
hd221585b,1173.0,2.306,,1.19,1.61,Radial Velocity
kmt2023blg0201b,,2.05,6550.0,0.26,52.0,Microlensing
kepler197ac,10.34973276,0.0883,330.575,1.093,0.017,Transit
kepler1525b,2.41660118,,396.0,1.07,,Transit
hd95872b,4375.0,5.2,72.3704,0.95,4.6,Radial Velocity
kepler112c,28.574263,0.172,520.9,,,Transit
koi7327b,17.9908748,0.1208,,0.727,,Transit
kepler502b,4.28686431,,1433.0,1.15,,Transit
hd128311b,448.6,1.099,16.6,0.84,2.18,Radial Velocity
gj414ab,50.817,0.24,11.893,0.65,0.02762,Radial Velocity
kepler401b,14.383035,0.122,993.14,,,Transit
flmnj05413740152311,,,415.0,,50.0,Imaging
wisej00476803,,,12.1,,20.0,Imaging
kepler449ac,33.6727,,241.949,1.02,,Transit
bd061339d,487.0,1.06,20.0,0.7,0.0582,Radial Velocity
kepler1972b,7.54425,0.0794,287.339,1.12,0.00636,Transit
hd119445b,410.2,1.71,,3.9,37.6,Radial Velocity
kepler84ad,4.22453631,0.051,1053.44,0.987,,Transit
hd11506c,223.41,0.774,51.261,1.24,0.408,Radial Velocity
wasp151b,4.533471,0.055,480.0,1.077,0.31,Transit
kepler140ac,91.3514816,0.409,583.859,1.15,,Transit
kepler1686b,9.30987,0.0866,745.49,0.996,,Transit
kepler1643b,5.34264507,,414.0,0.92,,Transit
k218b,32.939623,0.1429,38.07,0.36,0.02807,Transit
kepler600b,23.67517607,,624.0,0.84,,Transit
kepler654b,13.72465129,,661.0,1.04,,Transit
moa9y5919,,,5220.0,,0.00176,Microlensing
hd117618b,25.8,0.18,38.0,1.05,0.174,Radial Velocity
kepler357c,16.85837,0.12,702.21,0.78,,Transit
kmt2018blg1988lb,,2.83,4200.0,0.47,0.0214,Microlensing
wasp126b,3.2888,0.0449,234.0,1.12,0.2841,Transit
kepler142b,2.024152,0.032,557.51,0.99,,Transit
2massj18075015,,,14.606,,16.02,Imaging
nsvs7826147b,3820.0,3.957,518.549,0.442,1.36,Timing
kepler237c,8.103636,0.071,670.41,0.7,,Transit
kepler255d,1.04562266,,1084.5,0.97,,Transit
psrb094310b,730.0,1.8,,1.5,2.8,Timing
hip74865b,,23.0,115.0,1.42,28.0,Imaging
kepler916b,32.2968798,,769.0,0.85,,Transit
kepler816b,10.50682565,,1059.0,0.9,,Transit
kepler432c,406.2,1.188,870.0,1.32,2.43,Radial Velocity
kelt6c,1276.0,2.39,,1.126,3.71,Radial Velocity
k2222b,15.3885,0.1211,101.59,1.0,0.025,Transit
k2372b,9.844077,0.0857,463.88,0.847,0.0289,Transit
kepler1086bc,161.515617,0.503,466.084,0.7,,Transit
kepler171c,11.463462,0.098,885.43,,,Transit
kepler1493b,15.0217983,,572.0,1.06,,Transit
kepler702b,10.52629406,,892.0,0.9,,Transit
kmt2019blg2783b,,1.85,,,1.16,Microlensing
wasp64bb,1.5732918,0.02648,369.926,1.0,1.221,Transit
kepler28b,5.9123,0.062,443.92,0.75,1.51,Transit
wisej08124021,,,19.5,,46.0,Imaging
kepler214b,15.660544,0.13,1252.07,,,Transit
kepler1834b,4.603010178,0.0496,500.395,0.775,,Transit
toi5174b,12.214286,,,1.0,,Transit
hats63b,3.0566527,0.04026,634.4,0.931,0.96,Transit
toi1062c,,,82.2,0.94,9.35,Radial Velocity
kepler307b,10.4208,,585.27,0.91,0.02341,Transit
kepler977b,26.85328322,,664.0,0.87,,Transit
kepler1915ab,13.83539963,0.114,1514.66,1.03,,Transit
gj176b,8.7748,0.066,9.42,0.49,0.025,Radial Velocity
kepler1014b,16.57110363,,672.0,0.88,,Transit
pr0211c,5300.0,5.8,170.0,0.935,7.95,Radial Velocity
kepler851b,8.50699658,,869.0,0.89,,Transit
kepler1798b,16.85589981,0.1082,395.196,0.65,,Transit
hd92788c,11611.3,10.5,32.82,1.15,3.76,Radial Velocity
kepler1312c,1.116119981,0.0209,299.104,0.991,,Transit
kmt2023blg1642b,,1.37,,0.15,1.18,Microlensing
chang134b,82.0,,1090.0,1.38,46.0,Timing
kepler564b,3.75083228,,830.0,0.95,,Transit
hip109600ab,232.08,0.706,66.3361,0.98,2.68,Radial Velocity
tic365102760b,4.21285367,0.0622,555.5,1.21,0.0604,Transit
hd8326ab,159.0,0.533,30.71,0.8,0.2095,Radial Velocity
